epoch,train_loss,train_acc@1,train_acc@5,test_loss,test_acc@1,test_acc@5
77,1.4720689373779297,48.678,91.93,1.4935349071502686,47.33,91.74
78,1.4713975337982177,48.693999999999996,91.944,1.4930022247314454,47.38,91.75999999999999
79,1.4707387298583985,48.718,91.94200000000001,1.4924797922134398,47.39,91.75999999999999
80,1.4700921044540405,48.732,91.948,1.4919672214508057,47.47,91.75999999999999
81,1.469457314529419,48.746,91.956,1.4914642761230468,47.47,91.78
82,1.4688340032577514,48.744,91.986,1.4909705959320068,47.49,91.78
83,1.468221841430664,48.742000000000004,92.002,1.4904859355926514,47.48,91.8
84,1.4676204895019531,48.75,92.002,1.4900099895477295,47.5,91.8
85,1.4670296474838256,48.756,92.02,1.4895426166534425,47.57,91.81
86,1.4664490502166747,48.748000000000005,92.038,1.4890833864212036,47.55,91.84
87,1.4658783572006227,48.764,92.05,1.4886321449279785,47.55,91.86
88,1.4653173206329346,48.786,92.052,1.4881886451721191,47.57,91.86999999999999
89,1.464765685157776,48.808,92.06,1.487752734375,47.58,91.9
90,1.4642231869888305,48.809999999999995,92.07,1.4873240909576415,47.57,91.9
91,1.4636895558929444,48.858000000000004,92.078,1.486902656364441,47.55,91.9
92,1.4631646279525756,48.870000000000005,92.084,1.4864880807876586,47.53,91.92
93,1.4626481197357177,48.882,92.10000000000001,1.4860802633285521,47.53,91.89
94,1.4621398165130615,48.92,92.098,1.485679006767273,47.54,91.89
95,1.4616395251846312,48.918,92.116,1.4852840969085694,47.58,91.89
96,1.461147031173706,48.93,92.122,1.4848954402923584,47.599999999999994,91.89
97,1.4606621502685546,48.942,92.122,1.484512811088562,47.599999999999994,91.89
98,1.4601846923828126,48.936,92.122,1.4841361122131347,47.61,91.9
99,1.4597144930648804,48.943999999999996,92.132,1.483765159034729,47.64,91.89
100,1.4592513271713257,48.972,92.146,1.4833997898101807,47.67,91.9
