epoch,train_loss,train_acc@1,train_acc@5,test_loss,test_acc@1,test_acc@5
60,2.316105376586914,51.35999999999999,91.188,1.8351435565948486,61.1,94.39
61,2.2294671286010743,51.526,91.584,1.9044650917053223,61.23,95.67999999999999
62,2.299109553756714,51.312000000000005,91.28,2.2676895666122436,56.88999999999999,93.62
63,2.2618893156433106,51.104000000000006,91.244,1.8624406661987305,59.14,95.23
64,2.3383578508758545,51.258,91.292,2.573149326324463,55.120000000000005,94.08
65,2.3277303520965575,51.334,91.22200000000001,2.2013476499557494,58.160000000000004,93.46
66,2.381224505004883,51.26199999999999,91.42,2.3898585443496705,57.04,92.80000000000001
67,2.4890036268615723,50.89,90.904,2.1483963331222533,58.489999999999995,94.97
68,2.339446113433838,51.632,91.464,2.5071843463897707,53.76,94.16
69,2.3744114891052246,50.922,91.10000000000001,1.7960617750167847,61.49,95.78999999999999
70,2.2832973154449463,51.471999999999994,91.16,2.6321001663208006,52.87,92.89
71,2.3361271894836424,51.12,91.372,2.114133255195618,57.599999999999994,95.7
72,2.28111914932251,51.42400000000001,91.224,2.225376246643066,55.400000000000006,94.28999999999999
73,2.292663147354126,51.414,91.49000000000001,2.272074867248535,57.42,95.53
74,2.2593470529174806,51.73,91.462,2.1771031394958498,61.050000000000004,92.36
75,2.3799528644561767,50.892,91.05799999999999,2.2938973262786866,57.379999999999995,93.78999999999999
76,2.297194554901123,51.507999999999996,91.23,1.9477423995971679,60.89,94.69999999999999
77,2.391959458847046,51.239999999999995,91.292,2.200602034378052,58.79,92.71000000000001
78,2.311479236984253,51.062,91.40599999999999,2.1867313354492186,57.34,95.22
79,2.3118670222473146,51.468,91.298,2.5957619789123534,56.08,95.30999999999999
80,2.2539397943115236,51.382000000000005,91.25,2.3908150444030762,55.63,93.47999999999999
81,2.296496258392334,51.046,91.342,2.6308362869262694,56.48,92.94
82,2.286504815673828,51.32,91.308,2.023388823699951,58.209999999999994,95.48
83,2.419967444458008,51.038,91.166,2.904291633605957,54.47,93.06
84,2.3053013179016113,51.356,91.39399999999999,1.6915680912017823,61.83,95.25
85,2.3690903327178954,51.184,91.216,2.1240291206359863,56.56,95.56
86,2.187996826477051,51.356,91.364,2.01958412399292,57.53,95.43
87,2.2681143775177004,51.164,91.388,2.345962228012085,55.489999999999995,92.52
88,2.29001087890625,51.568000000000005,91.392,1.8286973346710205,61.129999999999995,94.73
89,2.5453065335083007,50.702000000000005,91.106,2.406290118789673,58.02,92.13
90,2.2945366999053953,51.449999999999996,91.39,1.6403356958389281,61.42999999999999,95.91
91,2.2584217190551756,51.248000000000005,91.38199999999999,2.5279374320983887,56.230000000000004,95.75
92,2.304321332473755,51.208,91.35799999999999,2.132620027923584,59.56,91.94
93,2.296798896789551,51.117999999999995,91.40599999999999,2.104351529312134,60.73,93.97999999999999
94,2.4341870513916017,50.88399999999999,90.972,2.2626234519958497,58.879999999999995,94.34
95,2.371119086036682,50.89399999999999,91.136,1.929547682571411,58.14,95.55
96,2.1648281397247313,51.65,91.84,1.8562292919158936,57.48,95.21
97,2.397981927871704,50.815999999999995,91.16199999999999,2.121693175315857,59.14,94.3
98,2.305147154159546,51.214000000000006,91.53999999999999,1.9772970874786377,59.13,93.60000000000001
99,2.3511616492462157,50.998,91.414,2.3585731754302977,56.97,93.15
100,2.287061572799683,51.356,91.502,2.126623543930054,58.730000000000004,93.24
